codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
050026;Pisa;Pisa;;56124;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;SI;G702;43,7154608;10,4010877;184,9305
050026;Pisa;Pisa;;56125;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;SI;G702;43,7154608;10,4010877;184,9305
050026;Pisa;Pisa;;56126;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;SI;G702;43,7154608;10,4010877;184,9305
050026;Pisa;Pisa;;56127;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;SI;G702;43,7154608;10,4010877;184,9305
050026;Pisa;Pisa;;56128;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;SI;G702;43,7154608;10,4010877;184,9305
050027;Pomarance;Pomarance;;56045;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G804;43,3000961;10,8738189;227,4585
050028;Ponsacco;Ponsacco;;56038;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G822;43,6203953;10,6333798;20,1109
050029;Pontedera;Pontedera;;56025;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G843;43,6639210;10,6356085;45,8874
050030;Riparbella;Riparbella;;56046;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H319;43,3646656;10,5998244;58,8681
050031;"San Giuliano Terme";"San Giuliano Terme";;56017;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;A562;43,7634459;10,4431991;92,2244
050032;"San Miniato";"San Miniato";;56028;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I046;43,6795576;10,8526292;102,0092
050033;"Santa Croce sull'Arno";"Santa Croce sull'Arno";;56029;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I177;43,7113971;10,7788021;16,8493
050034;"Santa Luce";"Santa Luce";;56040;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I217;43,4724808;10,5648031;66,3260
050035;"Santa Maria a Monte";"Santa Maria a Monte";;56020;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I232;43,6987711;10,6922992;38,2200
050036;Terricciola;Terricciola;;56030;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;L138;43,5247319;10,6762613;43,0544
050037;Vecchiano;Vecchiano;;56019;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;L702;43,7815805;10,3865547;67,7594
050038;Vicopisano;Vicopisano;;56010;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;L850;43,6999061;10,5844365;26,7669
050039;Volterra;Volterra;;56048;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;M126;43,4017661;10,8594039;252,9447
050040;"Casciana Terme Lari";"Casciana Terme Lari";;56035;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;M327;43,5664451;10,5923705;81,3544
050041;"Crespina Lorenzana";"Crespina Lorenzana";;56042;PI;Pisa;Provincia;09;Toscana;"statuto ordinario";Centro;NO;M328;43,5740065;10,5637603;46,1000
051001;Anghiari;Anghiari;;52031;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;A291;43,5404508;12,0571294;130,5090
051002;Arezzo;Arezzo;;52100;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;SI;A390;43,4667567;11,8820628;384,6071
051003;"Badia Tedalda";"Badia Tedalda";;52032;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;A541;43,7088288;12,1850853;118,8946
051004;Bibbiena;Bibbiena;;52011;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;A851;43,6943753;11,8182009;87,0359
051005;Bucine;Bucine;;52021;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;B243;43,4794018;11,6170502;131,7347
051006;Capolona;Capolona;;52010;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;B670;43,5635664;11,8594307;47,9660
051007;"Caprese Michelangelo";"Caprese Michelangelo";;52033;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;B693;43,6418742;11,9865849;66,5434
051008;"Castel Focognano";"Castel Focognano";;52016;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C102;43,6515534;11,8356500;56,3064
051010;"Castel San Niccolò";"Castel San Niccolò";;52018;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C263;43,7419253;11,7053002;83,2323
051011;"Castiglion Fibocchi";"Castiglion Fibocchi";;52029;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C318;43,5277285;11,7632439;25,2753
051012;"Castiglion Fiorentino";"Castiglion Fiorentino";;52043;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C319;43,3413756;11,9239825;111,4933
051013;Cavriglia;Cavriglia;;52022;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C407;43,5222530;11,4885042;60,4552
051014;Chitignano;Chitignano;;52010;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C648;43,6613835;11,8805814;15,1493
051015;"Chiusi della Verna";"Chiusi della Verna";;52010;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C663;43,6999360;11,9344473;101,7133
051016;"Civitella in Val di Chiana";"Civitella in Val di Chiana";;52041;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C774;43,4031731;11,7709154;100,2367
051017;Cortona;Cortona;;52044;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;D077;43,2750456;11,9851382;343,0360
051018;"Foiano della Chiana";"Foiano della Chiana";;52045;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;D649;43,2523558;11,8184119;40,8497
051020;"Loro Ciuffenna";"Loro Ciuffenna";;52024;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;E693;43,5933622;11,6315339;87,0622
051021;Lucignano;Lucignano;;52046;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;E718;43,2747617;11,7462118;44,8691
051022;"Marciano della Chiana";"Marciano della Chiana";;52047;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;E933;43,3050345;11,7860160;23,8076
051023;Montemignaio;Montemignaio;;52010;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F565;43,7399445;11,6198353;26,0077
051024;Monterchi;Monterchi;;52035;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F594;43,4855147;12,1118279;29,7961
051025;"Monte San Savino";"Monte San Savino";;52048;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F628;43,3314305;11,7245326;89,9362
051026;Montevarchi;Montevarchi;;52025;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F656;43,5236412;11,5673990;56,5396
051027;"Ortignano Raggiolo";"Ortignano Raggiolo";;52010;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G139;43,6814813;11,7525364;36,2095
051030;"Pieve Santo Stefano";"Pieve Santo Stefano";;52036;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G653;43,6688283;12,0416966;156,0944
051031;Poppi;Poppi;;52014;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G879;43,7233020;11,7656032;97,0674
051033;"San Giovanni Valdarno";"San Giovanni Valdarno";;52027;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H901;43,5665195;11,5300459;21,5437
051034;Sansepolcro;Sansepolcro;;52037;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I155;43,5709738;12,1416789;90,7984
051035;Sestino;Sestino;;52038;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I681;43,7083514;12,2972000;80,4496
051037;Subbiano;Subbiano;;52010;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I991;43,5754656;11,8703396;78,3906
051038;Talla;Talla;;52010;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;L038;43,6019730;11,7867743;59,7380
051039;"Terranuova Bracciolini";"Terranuova Bracciolini";;52028;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;L123;43,5508914;11,5858110;85,2187
051040;"Castelfranco Piandiscò";"Castelfranco Piandiscò";;52026;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;M322;43,6209783;11,5543573;56,1531
051041;"Pratovecchio Stia";"Pratovecchio Stia";;52015;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;M329;43,7986982;11,7086106;138,3229
051042;"Laterina Pergine Valdarno";"Laterina Pergine Valdarno";;52019;AR;Arezzo;Provincia;09;Toscana;"statuto ordinario";Centro;NO;M392;43,4704532;11,6855258;70,6493
052001;"Abbadia San Salvatore";"Abbadia San Salvatore";;53021;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;A006;42,8809596;11,6772509;58,8852
052002;Asciano;Asciano;;53041;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;A461;43,2348457;11,5594830;216,1480
052003;Buonconvento;Buonconvento;;53022;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;B269;43,1383416;11,4821315;64,9065
052004;"Casole d'Elsa";"Casole d'Elsa";;53031;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;B984;43,3414240;11,0452307;148,7432
052005;"Castellina in Chianti";"Castellina in Chianti";;53011;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C172;43,4699861;11,2856627;99,6619
052006;"Castelnuovo Berardenga";"Castelnuovo Berardenga";;53019;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C227;43,3455373;11,5020148;177,4617
052007;"Castiglione d'Orcia";"Castiglione d'Orcia";;53023;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C313;43,0045058;11,6167990;141,2997
052008;Cetona;Cetona;;53040;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C587;42,9655893;11,9002676;53,5020
052009;"Chianciano Terme";"Chianciano Terme";;53042;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C608;43,0585889;11,8312693;36,9234
052010;Chiusdino;Chiusdino;;53012;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C661;43,1551546;11,0881032;140,8620
052011;Chiusi;Chiusi;;53043;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C662;43,0166678;11,9477159;57,9527
052012;"Colle di Val d'Elsa";"Colle di Val d'Elsa";;53034;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C847;43,4213539;11,1173087;91,8515
052013;"Gaiole in Chianti";"Gaiole in Chianti";;53013;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;D858;43,4678318;11,4340795;128,7263
052015;Montepulciano;Montepulciano;;53045;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F592;43,0927863;11,7804473;165,5298
052016;Monteriggioni;Monteriggioni;;53035;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F598;43,3930034;11,2188851;99,7098
052017;"Monteroni d'Arbia";"Monteroni d'Arbia";;53014;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F605;43,2312070;11,4220303;105,8594
052018;Monticiano;Monticiano;;53015;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F676;43,1397089;11,1801786;109,9684
052019;Murlo;Murlo;;53016;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F815;43,1684390;11,3912567;114,7207
052020;Piancastagnaio;Piancastagnaio;;53025;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G547;42,8493000;11,6919491;69,5796
052021;Pienza;Pienza;;53026;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G602;43,0766655;11,6791336;122,7713
052022;Poggibonsi;Poggibonsi;;53036;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G752;43,4673649;11,1466235;70,9717
052023;"Radda in Chianti";"Radda in Chianti";;53017;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H153;43,4864974;11,3741739;80,6659
052024;Radicofani;Radicofani;;53040;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H156;42,8968038;11,7664850;117,7363
052025;Radicondoli;Radicondoli;;53030;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H157;43,2610884;11,0418507;132,9228
052026;"Rapolano Terme";"Rapolano Terme";;53040;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H185;43,2864905;11,6041546;83,1856
052027;"San Casciano dei Bagni";"San Casciano dei Bagni";;53040;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H790;42,8712425;11,8752504;92,5284
052028;"San Gimignano";"San Gimignano";;53037;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H875;43,4675310;11,0430697;138,4427
052030;"San Quirico d'Orcia";"San Quirico d'Orcia";;53027;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I135;43,0603933;11,6037668;43,1070
052031;Sarteano;Sarteano;;53047;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I445;42,9895254;11,8691610;84,9332
052032;Siena;Siena;;53100;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;SI;I726;43,3180049;11,3320017;118,4303
052033;Sinalunga;Sinalunga;;53048;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;A468;43,2121397;11,7369724;78,9550
052034;Sovicille;Sovicille;;53018;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I877;43,2802561;11,2280741;143,0608
052035;"Torrita di Siena";"Torrita di Siena";;53049;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;L303;43,1666517;11,7719160;58,1014
052036;Trequanda;Trequanda;;53020;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;L384;43,1889049;11,6676331;63,6009
052037;Montalcino;Montalcino;;53024;SI;Siena;Provincia;09;Toscana;"statuto ordinario";Centro;NO;M378;43,0612441;11,4899181;309,2515
053001;Arcidosso;Arcidosso;;58031;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;A369;42,8714879;11,5387050;93,6798
053002;Campagnatico;Campagnatico;;58042;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;B497;42,8827007;11,2749396;162,0507
053003;Capalbio;Capalbio;;58011;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;B646;42,4529058;11,4221884;187,6326
053004;"Castel del Piano";"Castel del Piano";;58033;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C085;42,8929281;11,5376979;68,0654
053005;Castell'Azzara;Castell'Azzara;;58034;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C147;42,7734848;11,6977926;63,9618
053006;"Castiglione della Pescaia";"Castiglione della Pescaia";;58043;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C310;42,7725001;10,8908703;209,3302
053007;Cinigiano;Cinigiano;;58044;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C705;42,8911665;11,3945600;160,7460
053008;"Civitella Paganico";"Civitella Paganico";;58045;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;C782;42,9938199;11,2815739;193,5576
053009;Follonica;Follonica;;58022;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;D656;42,9225899;10,7598518;55,9555
053010;Gavorrano;Gavorrano;;58023;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;D948;42,9255057;10,9059419;164,8901
053011;Grosseto;Grosseto;;58100;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;SI;E202;42,7602906;11,1137030;473,1703
053012;"Isola del Giglio";"Isola del Giglio";;58012;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;E348;42,3663128;10,9002358;23,8365
053013;"Magliano in Toscana";"Magliano in Toscana";;58051;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;E810;42,5981635;11,2942430;251,0014
053014;Manciano;Manciano;;58014;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;E875;42,5873730;11,5155585;373,2220
053015;"Massa Marittima";"Massa Marittima";;58024;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F032;43,0503682;10,8879481;282,7542
053016;"Monte Argentario";"Monte Argentario";;58019;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F437;42,4387726;11,1157618;60,4803
053017;Montieri;Montieri;;58026;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F677;43,1307874;11,0161573;108,8030
053018;Orbetello;Orbetello;;58015;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G088;42,4374091;11,2098619;226,2554
053019;Pitigliano;Pitigliano;;58017;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;G716;42,6350904;11,6692050;101,9521
053020;Roccalbegna;Roccalbegna;;58053;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H417;42,7858613;11,5075475;124,3660
053021;Roccastrada;Roccastrada;;58036;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;H449;43,0112794;11,1674578;283,9704
053022;"Santa Fiora";"Santa Fiora";;58037;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I187;42,8315379;11,5855735;63,3481
053023;Scansano;Scansano;;58054;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I504;42,6879257;11,3330642;273,3372
053024;Scarlino;Scarlino;;58020;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I510;42,9061484;10,8522259;87,9030
053025;Seggiano;Seggiano;;58038;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I571;42,9285467;11,5588808;49,5180
053026;Sorano;Sorano;;58010;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I841;42,6815931;11,7137553;174,7841
053027;"Monterotondo Marittimo";"Monterotondo Marittimo";;58025;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;F612;43,1454888;10,8559837;102,3975
053028;Semproniano;Semproniano;;58055;GR;Grosseto;Provincia;09;Toscana;"statuto ordinario";Centro;NO;I601;42,7302185;11,5416973;82,0219
054001;Assisi;Assisi;;06081;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;A475;43,0708575;12,6149470;187,1762
054002;"Bastia Umbra";"Bastia Umbra";;06083;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;A710;43,0666562;12,5489597;27,4810
054003;Bettona;Bettona;;06084;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;A832;43,0135454;12,4845652;45,0155
054004;Bevagna;Bevagna;;06031;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;A835;42,9338037;12,6089885;56,0537
054005;"Campello sul Clitunno";"Campello sul Clitunno";;06042;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;B504;42,8200339;12,7769150;50,2524
054006;Cannara;Cannara;;06033;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;B609;42,9950651;12,5827158;33,1585
054007;Cascia;Cascia;;06043;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;B948;42,7181952;13,0135601;181,0321
054008;"Castel Ritaldi";"Castel Ritaldi";;06044;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;C252;42,8231004;12,6724483;22,8935
054009;"Castiglione del Lago";"Castiglione del Lago";;06061;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;C309;43,1276422;12,0534988;204,8966
054010;"Cerreto di Spoleto";"Cerreto di Spoleto";;06041;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;C527;42,8210046;12,9172747;74,4395
054011;Citerna;Citerna;;06010;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;C742;43,4980955;12,1163748;23,3750
054012;"Città della Pieve";"Città della Pieve";;06062;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;C744;42,9521108;12,0025335;111,3422
054013;"Città di Castello";"Città di Castello";;06012;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;C745;43,4570323;12,2382088;386,9325
054014;Collazzone;Collazzone;;06050;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;C845;42,8995503;12,4359781;56,1568
054015;Corciano;Corciano;;06073;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;C990;43,1283776;12,2861978;64,1667
054016;Costacciaro;Costacciaro;;06021;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;D108;43,3589311;12,7119381;41,2758
054017;Deruta;Deruta;;06053;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;D279;42,9820996;12,4197496;44,5987
054018;Foligno;Foligno;;06034;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;D653;42,9558198;12,7032519;264,6782
054019;"Fossato di Vico";"Fossato di Vico";;06022;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;D745;43,2946753;12,7613150;35,6835
054020;"Fratta Todina";"Fratta Todina";;06054;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;D787;42,8575266;12,3665665;17,3208
054021;"Giano dell'Umbria";"Giano dell'Umbria";;06030;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;E012;42,8337000;12,5780666;44,4697
054022;"Gualdo Cattaneo";"Gualdo Cattaneo";;06035;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;E229;42,9091904;12,5561309;95,7968
054023;"Gualdo Tadino";"Gualdo Tadino";;06023;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;E230;43,2309090;12,7848024;124,2958
054024;Gubbio;Gubbio;;06024;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;E256;43,3529745;12,5793028;525,4922
054025;"Lisciano Niccone";"Lisciano Niccone";;06060;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;E613;43,2465266;12,1432624;35,5928
054026;Magione;Magione;;06063;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;E805;43,1427543;12,2052460;129,4341
054027;Marsciano;Marsciano;;06055;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;E975;42,9107767;12,3373271;161,4197
054028;"Massa Martana";"Massa Martana";;06056;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;F024;42,7755513;12,5232506;78,6492
054029;"Monte Castello di Vibio";"Monte Castello di Vibio";;06057;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;F456;42,8403370;12,3523157;32,0541
054030;Montefalco;Montefalco;;06036;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;F492;42,8937230;12,6523816;69,3904
054031;"Monteleone di Spoleto";"Monteleone di Spoleto";;06045;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;F540;42,6515576;12,9518378;62,3907
054032;"Monte Santa Maria Tiberina";"Monte Santa Maria Tiberina";;06010;PG;Perugia;Provincia;10;Umbria;"statuto ordinario";Centro;NO;F629;43,4367752;12,1626736;72,4165
